TF	TFSymbol	TFGroup	Target	TargetSymbol	TargetGroup	Correlation
ENSG00000126003	PLAGL2	1	ENSG00000228412	RP4-625H18.2	2	0.678632935324242
ENSG00000126003	PLAGL2	1	ENSG00000083642	PDS5B	3	-0.631079606009039
ENSG00000126003	PLAGL2	1	ENSG00000084234	APLP2	3	-0.691858775303327
ENSG00000126003	PLAGL2	1	ENSG00000113387	SUB1	3	-0.625333947259721
ENSG00000126003	PLAGL2	1	ENSG00000127922	SHFM1	3	-0.674640976729787
ENSG00000126003	PLAGL2	1	ENSG00000185787	MORF4L1	3	-0.692885376611979
ENSG00000126003	PLAGL2	1	ENSG00000172992	DCAKD	4	-0.600185235252593
ENSG00000128272	ATF4	1	ENSG00000133818	RRAS2	4	-0.602897242036789
ENSG00000131931	THAP1	1	ENSG00000137265	IRF4	2	0.627798528812577
ENSG00000131931	THAP1	1	ENSG00000167106	FAM102A	2	0.654978832543591
ENSG00000153147	SMARCA5	1	ENSG00000144118	RALB	2	0.645089189245464
ENSG00000108055	SMC3	3	ENSG00000162702	ZNF281	1	-0.627097655672901
ENSG00000164754	RAD21	1	ENSG00000115548	KDM3A	2	0.619688365534927
ENSG00000164754	RAD21	1	ENSG00000198033	TUBA3C	3	-0.633906045706189
ENSG00000164754	RAD21	1	ENSG00000135108	FBXO21	4	-0.61120689772555
ENSG00000164754	RAD21	1	ENSG00000164808	SPIDR	4	-0.614610428270602
ENSG00000167380	ZNF226	1	ENSG00000135338	LCA5	2	0.63141939116179
ENSG00000167380	ZNF226	1	ENSG00000170571	EMB	2	0.63757530876114
ENSG00000167380	ZNF226	1	ENSG00000154723	ATP5J	3	-0.6125702366301
ENSG00000172201	ID4	1	ENSG00000066777	ARFGEF1	1	0.767868508996978
ENSG00000172201	ID4	1	ENSG00000121570	DPPA4	1	0.605183385272512
ENSG00000172201	ID4	1	ENSG00000224960	SMEK3P	1	0.617719868797208
ENSG00000172201	ID4	1	ENSG00000005302	MSL3	2	0.708926537967526
ENSG00000172201	ID4	1	ENSG00000049759	NEDD4L	2	0.606802293437823
ENSG00000172201	ID4	1	ENSG00000064042	LIMCH1	2	0.621759933810677
ENSG00000172201	ID4	1	ENSG00000128045	RASL11B	2	0.640870802051132
ENSG00000172201	ID4	1	ENSG00000135919	SERPINE2	2	0.712675922323999
ENSG00000172201	ID4	1	ENSG00000136158	SPRY2	2	0.61861214887062
ENSG00000172201	ID4	1	ENSG00000137166	FOXP4	2	0.603613009462392
ENSG00000172201	ID4	1	ENSG00000137265	IRF4	2	0.614109662446091
ENSG00000172201	ID4	1	ENSG00000150347	ARID5B	2	0.763934247709855
ENSG00000172201	ID4	1	ENSG00000155097	ATP6V1C1	2	0.606612106016487
ENSG00000172201	ID4	1	ENSG00000158186	MRAS	2	0.672116158677692
ENSG00000172201	ID4	1	ENSG00000168769	TET2	2	0.70239741224512
ENSG00000172201	ID4	1	ENSG00000196177	ACADSB	2	0.609008744560124
ENSG00000172201	ID4	1	ENSG00000253799	LINC01030	2	0.696668105045329
ENSG00000172201	ID4	1	ENSG00000114902	SPCS1	3	-0.625698054843174
ENSG00000172201	ID4	1	ENSG00000143006	DMRTB1	3	-0.63104703329491
ENSG00000172201	ID4	1	ENSG00000143742	SRP9	3	-0.681356485454197
ENSG00000172201	ID4	1	ENSG00000148200	NR6A1	3	-0.619273612603097
ENSG00000172201	ID4	1	ENSG00000185787	MORF4L1	3	-0.609602866344144
ENSG00000175105	ZNF654	1	ENSG00000134627	PIWIL4	1	0.602449444835931
ENSG00000175105	ZNF654	1	ENSG00000174718	KIAA1551	1	0.649011945431403
ENSG00000175105	ZNF654	1	ENSG00000240563	L1TD1	1	0.757113229610028
ENSG00000175105	ZNF654	1	ENSG00000159217	IGF2BP1	2	0.605553499525386
ENSG00000175105	ZNF654	1	ENSG00000253799	LINC01030	2	0.672223173656642
ENSG00000177485	ZBTB33	1	ENSG00000109756	RAPGEF2	2	0.617276705256812
ENSG00000177485	ZBTB33	1	ENSG00000144730	IL17RD	2	0.605377532824839
ENSG00000177485	ZBTB33	1	ENSG00000168646	AXIN2	2	0.609131244348284
ENSG00000177485	ZBTB33	1	ENSG00000176986	SEC24C	2	0.705035866266341
ENSG00000196757	ZNF700	1	ENSG00000066777	ARFGEF1	1	0.613044432932163
ENSG00000196757	ZNF700	1	ENSG00000039139	DNAH5	2	0.613450877127042
ENSG00000196757	ZNF700	1	ENSG00000064042	LIMCH1	2	0.628311836960792
ENSG00000196757	ZNF700	1	ENSG00000070214	SLC44A1	2	0.72039365569989
ENSG00000196757	ZNF700	1	ENSG00000079841	RIMS1	2	0.601099816063993
ENSG00000196757	ZNF700	1	ENSG00000102572	STK24	2	0.640020041313878
ENSG00000196757	ZNF700	1	ENSG00000110799	VWF	2	0.614733351253201
ENSG00000196757	ZNF700	1	ENSG00000124535	WRNIP1	2	0.614692413930127
ENSG00000196757	ZNF700	1	ENSG00000135912	TTLL4	2	0.692251563959802
ENSG00000196757	ZNF700	1	ENSG00000135919	SERPINE2	2	0.662647755391171
ENSG00000196757	ZNF700	1	ENSG00000136158	SPRY2	2	0.649448893450815
ENSG00000196757	ZNF700	1	ENSG00000137166	FOXP4	2	0.634076239805625
ENSG00000196757	ZNF700	1	ENSG00000148143	ZNF462	2	0.672079933856818
ENSG00000196757	ZNF700	1	ENSG00000150347	ARID5B	2	0.617366318663945
ENSG00000196757	ZNF700	1	ENSG00000153721	CNKSR3	2	0.639472863973434
ENSG00000196757	ZNF700	1	ENSG00000154874	CCDC144B	2	0.650623784198894
ENSG00000196757	ZNF700	1	ENSG00000157014	TATDN2	2	0.665229446253608
ENSG00000196757	ZNF700	1	ENSG00000158186	MRAS	2	0.745052030351791
ENSG00000196757	ZNF700	1	ENSG00000159217	IGF2BP1	2	0.60689182002074
ENSG00000196757	ZNF700	1	ENSG00000163378	EOGT	2	0.663915870130195
ENSG00000196757	ZNF700	1	ENSG00000165194	PCDH19	2	0.601235941024718
ENSG00000196757	ZNF700	1	ENSG00000168646	AXIN2	2	0.602997654610503
ENSG00000196757	ZNF700	1	ENSG00000168769	TET2	2	0.63540042419779
ENSG00000196757	ZNF700	1	ENSG00000169291	SHE	2	0.670475623627501
ENSG00000196757	ZNF700	1	ENSG00000169554	ZEB2	2	0.649163286574064
ENSG00000196757	ZNF700	1	ENSG00000169926	KLF13	2	0.626752972583888
ENSG00000196757	ZNF700	1	ENSG00000181315	ZNF322	2	0.653700376702719
ENSG00000196757	ZNF700	1	ENSG00000185650	ZFP36L1	2	0.620073046702575
ENSG00000196757	ZNF700	1	ENSG00000196177	ACADSB	2	0.620108102232381
ENSG00000196757	ZNF700	1	ENSG00000198833	UBE2J1	2	0.603563777918893
ENSG00000196757	ZNF700	1	ENSG00000253799	LINC01030	2	0.638153253781647
ENSG00000196757	ZNF700	1	ENSG00000080824	HSP90AA1	3	-0.608884005091109
ENSG00000196757	ZNF700	1	ENSG00000083642	PDS5B	3	-0.657120615627186
ENSG00000196757	ZNF700	1	ENSG00000084234	APLP2	3	-0.728367260404163
ENSG00000196757	ZNF700	1	ENSG00000127922	SHFM1	3	-0.677653397350093
ENSG00000196757	ZNF700	1	ENSG00000139154	AEBP2	3	-0.606358738417733
ENSG00000196757	ZNF700	1	ENSG00000148200	NR6A1	3	-0.629094796413163
ENSG00000196757	ZNF700	1	ENSG00000153179	RASSF3	3	-0.612359982618535
ENSG00000196757	ZNF700	1	ENSG00000154723	ATP5J	3	-0.66091718604923
ENSG00000196757	ZNF700	1	ENSG00000167283	ATP5L	3	-0.647512484292254
ENSG00000196757	ZNF700	1	ENSG00000171735	CAMTA1	3	-0.6177895607695
ENSG00000196757	ZNF700	1	ENSG00000185787	MORF4L1	3	-0.694085079711914
ENSG00000197579	TOPORS	1	ENSG00000174718	KIAA1551	1	0.602373840579916
ENSG00000198315	ZKSCAN8	1	ENSG00000121570	DPPA4	1	0.618942499863724
ENSG00000198315	ZKSCAN8	1	ENSG00000178836	AC114812.5	1	0.655470339715132
ENSG00000198315	ZKSCAN8	1	ENSG00000224960	SMEK3P	1	0.714807345416218
ENSG00000198315	ZKSCAN8	1	ENSG00000100711	ZFYVE21	2	0.653740908867552
ENSG00000198315	ZKSCAN8	1	ENSG00000109576	AADAT	2	0.754203804167811
ENSG00000198315	ZKSCAN8	1	ENSG00000137265	IRF4	2	0.634499699401063
ENSG00000198315	ZKSCAN8	1	ENSG00000139438	FAM222A	2	0.607220446878016
ENSG00000198315	ZKSCAN8	1	ENSG00000144369	FAM171B	2	0.660756582161573
ENSG00000198315	ZKSCAN8	1	ENSG00000148143	ZNF462	2	0.613556993166162
ENSG00000198315	ZKSCAN8	1	ENSG00000151914	DST	2	0.601484036240977
ENSG00000198315	ZKSCAN8	1	ENSG00000167555	ZNF528	2	0.603162083217521
ENSG00000198315	ZKSCAN8	1	ENSG00000168538	TRAPPC11	2	0.764644728186899
ENSG00000198315	ZKSCAN8	1	ENSG00000169679	BUB1	2	0.616187449197201
ENSG00000198315	ZKSCAN8	1	ENSG00000238105	GOLGA2P5	2	0.738831475796112
ENSG00000198315	ZKSCAN8	1	ENSG00000127922	SHFM1	3	-0.653246519156987
ENSG00000198315	ZKSCAN8	1	ENSG00000156414	TDRD9	3	-0.68656572073829
ENSG00000198315	ZKSCAN8	1	ENSG00000185787	MORF4L1	3	-0.620166524759949
ENSG00000213762	ZNF134	1	ENSG00000121570	DPPA4	1	0.606302598419677
ENSG00000213762	ZNF134	1	ENSG00000147894	C9orf72	1	0.660786608566254
ENSG00000213762	ZNF134	1	ENSG00000116285	ERRFI1	2	0.647533128488767
ENSG00000213762	ZNF134	1	ENSG00000165194	PCDH19	2	0.624198685306228
ENSG00000213762	ZNF134	1	ENSG00000080824	HSP90AA1	3	-0.608348551538166
ENSG00000230797	YY2	1	ENSG00000165194	PCDH19	2	0.601549077163823
ENSG00000244405	ETV5	1	ENSG00000121570	DPPA4	1	0.664750359165004
ENSG00000244405	ETV5	1	ENSG00000178836	AC114812.5	1	0.646093747072682
ENSG00000244405	ETV5	1	ENSG00000054654	SYNE2	2	0.67615932964252
ENSG00000244405	ETV5	1	ENSG00000071575	TRIB2	2	0.645406561034722
ENSG00000244405	ETV5	1	ENSG00000107562	CXCL12	2	0.617805063093277
ENSG00000244405	ETV5	1	ENSG00000110799	VWF	2	0.650633255332469
ENSG00000244405	ETV5	1	ENSG00000115548	KDM3A	2	0.745723981266807
ENSG00000244405	ETV5	1	ENSG00000135912	TTLL4	2	0.638011184775384
ENSG00000244405	ETV5	1	ENSG00000148143	ZNF462	2	0.612031396686858
ENSG00000244405	ETV5	1	ENSG00000159217	IGF2BP1	2	0.638939460632997
ENSG00000244405	ETV5	1	ENSG00000167106	FAM102A	2	0.647271486723111
ENSG00000244405	ETV5	1	ENSG00000177311	ZBTB38	2	0.657941833700266
ENSG00000244405	ETV5	1	ENSG00000198795	ZNF521	2	0.602549316164013
ENSG00000244405	ETV5	1	ENSG00000136518	ACTL6A	3	-0.621076700764267
ENSG00000244405	ETV5	1	ENSG00000139154	AEBP2	3	-0.625793839239459
ENSG00000244405	ETV5	1	ENSG00000185787	MORF4L1	3	-0.62564562002294
ENSG00000158805	ZNF276	2	ENSG00000214837	RP11-261C10.3	2	0.614527293355267
ENSG00000158805	ZNF276	2	ENSG00000047365	ARAP2	2	0.792425991380731
ENSG00000158805	ZNF276	2	ENSG00000077044	DGKD	2	0.712748239699497
ENSG00000158805	ZNF276	2	ENSG00000115414	FN1	2	0.647255937211762
ENSG00000158805	ZNF276	2	ENSG00000123600	METTL8	2	0.801375025111123
ENSG00000158805	ZNF276	2	ENSG00000143013	LMO4	2	0.6246111222617
ENSG00000158805	ZNF276	2	ENSG00000152104	PTPN14	2	0.626006229229209
ENSG00000158805	ZNF276	2	ENSG00000157540	DYRK1A	2	0.603785487657323
ENSG00000158805	ZNF276	2	ENSG00000160310	PRMT2	2	0.730371602311628
ENSG00000158805	ZNF276	2	ENSG00000172530	BANP	4	0.865101570242391
ENSG00000020633	RUNX3	2	ENSG00000159079	C21orf59	2	0.632930685106447
ENSG00000020633	RUNX3	2	ENSG00000178425	NT5DC1	2	0.6881834462591
ENSG00000020633	RUNX3	2	ENSG00000198795	ZNF521	2	0.631898353537806
ENSG00000054598	FOXC1	2	ENSG00000178836	AC114812.5	1	0.63041859411875
ENSG00000054598	FOXC1	2	ENSG00000070214	SLC44A1	2	0.606648934573495
ENSG00000054598	FOXC1	2	ENSG00000077782	FGFR1	2	0.714932410438387
ENSG00000054598	FOXC1	2	ENSG00000083544	TDRD3	2	0.71548401055126
ENSG00000054598	FOXC1	2	ENSG00000101040	ZMYND8	2	0.677589427350703
ENSG00000054598	FOXC1	2	ENSG00000102038	SMARCA1	2	0.74924486712104
ENSG00000054598	FOXC1	2	ENSG00000107562	CXCL12	2	0.663353188486867
ENSG00000054598	FOXC1	2	ENSG00000112146	FBXO9	2	0.66349601095668
ENSG00000054598	FOXC1	2	ENSG00000114948	ADAM23	2	0.708063205429737
ENSG00000054598	FOXC1	2	ENSG00000153721	CNKSR3	2	0.652296205619812
ENSG00000054598	FOXC1	2	ENSG00000159217	IGF2BP1	2	0.6460018221403
ENSG00000054598	FOXC1	2	ENSG00000168234	TTC39C	2	0.665568400284956
ENSG00000054598	FOXC1	2	ENSG00000169554	ZEB2	2	0.701772580168141
ENSG00000054598	FOXC1	2	ENSG00000185650	ZFP36L1	2	0.659070102917716
ENSG00000057657	PRDM1	2	ENSG00000066777	ARFGEF1	1	0.65416900805617
ENSG00000057657	PRDM1	2	ENSG00000134627	PIWIL4	1	0.632645781045015
ENSG00000057657	PRDM1	2	ENSG00000005302	MSL3	2	0.654151872267618
ENSG00000057657	PRDM1	2	ENSG00000035403	VCL	2	0.616859595327849
ENSG00000057657	PRDM1	2	ENSG00000039139	DNAH5	2	0.743005863971014
ENSG00000057657	PRDM1	2	ENSG00000049759	NEDD4L	2	0.686238345344836
ENSG00000057657	PRDM1	2	ENSG00000064042	LIMCH1	2	0.622095177022053
ENSG00000057657	PRDM1	2	ENSG00000070214	SLC44A1	2	0.624368203122042
ENSG00000057657	PRDM1	2	ENSG00000075223	SEMA3C	2	0.698587721362377
ENSG00000057657	PRDM1	2	ENSG00000077782	FGFR1	2	0.606687980896108
ENSG00000057657	PRDM1	2	ENSG00000079841	RIMS1	2	0.714424576290332
ENSG00000057657	PRDM1	2	ENSG00000083544	TDRD3	2	0.616049203348996
ENSG00000057657	PRDM1	2	ENSG00000083857	FAT1	2	0.622243691102399
ENSG00000057657	PRDM1	2	ENSG00000107099	DOCK8	2	0.606679886805329
ENSG00000057657	PRDM1	2	ENSG00000110799	VWF	2	0.638275904696485
ENSG00000057657	PRDM1	2	ENSG00000112773	FAM46A	2	0.688170855603529
ENSG00000057657	PRDM1	2	ENSG00000118997	DNAH7	2	0.660874263903506
ENSG00000057657	PRDM1	2	ENSG00000133703	KRAS	2	0.632229546887405
ENSG00000057657	PRDM1	2	ENSG00000135338	LCA5	2	0.638491225904603
ENSG00000057657	PRDM1	2	ENSG00000135919	SERPINE2	2	0.641867669515255
ENSG00000057657	PRDM1	2	ENSG00000137166	FOXP4	2	0.650104553573106
ENSG00000057657	PRDM1	2	ENSG00000144406	UNC80	2	0.603449542946591
ENSG00000057657	PRDM1	2	ENSG00000148143	ZNF462	2	0.774306890258133
ENSG00000057657	PRDM1	2	ENSG00000150347	ARID5B	2	0.677223276948929
ENSG00000057657	PRDM1	2	ENSG00000153721	CNKSR3	2	0.779950047045812
ENSG00000057657	PRDM1	2	ENSG00000154874	CCDC144B	2	0.615041235545322
ENSG00000057657	PRDM1	2	ENSG00000157014	TATDN2	2	0.701656791927577
ENSG00000057657	PRDM1	2	ENSG00000157216	SSBP3	2	0.651590506067409
ENSG00000057657	PRDM1	2	ENSG00000158186	MRAS	2	0.757256968016499
ENSG00000057657	PRDM1	2	ENSG00000163378	EOGT	2	0.683569064022727
ENSG00000057657	PRDM1	2	ENSG00000164221	CCDC112	2	0.616133011069562
ENSG00000057657	PRDM1	2	ENSG00000167106	FAM102A	2	0.641138335381329
ENSG00000057657	PRDM1	2	ENSG00000168769	TET2	2	0.63728277008232
ENSG00000057657	PRDM1	2	ENSG00000169291	SHE	2	0.67445251391367
ENSG00000057657	PRDM1	2	ENSG00000169554	ZEB2	2	0.754080117105305
ENSG00000057657	PRDM1	2	ENSG00000169679	BUB1	2	0.611144141522465
ENSG00000057657	PRDM1	2	ENSG00000170571	EMB	2	0.674150649913137
ENSG00000057657	PRDM1	2	ENSG00000177311	ZBTB38	2	0.645215371942195
ENSG00000057657	PRDM1	2	ENSG00000181315	ZNF322	2	0.720765839957071
ENSG00000057657	PRDM1	2	ENSG00000185650	ZFP36L1	2	0.702940163735508
ENSG00000057657	PRDM1	2	ENSG00000196177	ACADSB	2	0.702201392469766
ENSG00000057657	PRDM1	2	ENSG00000198795	ZNF521	2	0.650508680696344
ENSG00000057657	PRDM1	2	ENSG00000253799	LINC01030	2	0.769519889637617
ENSG00000057657	PRDM1	2	ENSG00000080824	HSP90AA1	3	-0.633698959881087
ENSG00000057657	PRDM1	2	ENSG00000083642	PDS5B	3	-0.601041583315859
ENSG00000057657	PRDM1	2	ENSG00000084234	APLP2	3	-0.625092877038262
ENSG00000057657	PRDM1	2	ENSG00000127922	SHFM1	3	-0.618291426103613
ENSG00000057657	PRDM1	2	ENSG00000133983	COX16	3	-0.612145515955395
ENSG00000057657	PRDM1	2	ENSG00000139154	AEBP2	3	-0.609012498632225
ENSG00000057657	PRDM1	2	ENSG00000143742	SRP9	3	-0.622923553014594
ENSG00000057657	PRDM1	2	ENSG00000153179	RASSF3	3	-0.626621577557926
ENSG00000057657	PRDM1	2	ENSG00000167283	ATP5L	3	-0.64358612933101
ENSG00000057657	PRDM1	2	ENSG00000185787	MORF4L1	3	-0.67757460680327
ENSG00000067082	KLF6	2	ENSG00000054793	ATP9A	2	0.637319774369011
ENSG00000067082	KLF6	2	ENSG00000107779	BMPR1A	2	0.661620268747123
ENSG00000108924	HLF	2	ENSG00000067082	KLF6	2	0.60138146412035
ENSG00000067082	KLF6	2	ENSG00000144369	FAM171B	2	0.641689350530174
ENSG00000168610	STAT3	2	ENSG00000067082	KLF6	2	0.625925916259323
ENSG00000067082	KLF6	2	ENSG00000168610	STAT3	2	0.625925916259323
ENSG00000067082	KLF6	2	ENSG00000183386	FHL3	2	0.643606586150814
ENSG00000148200	NR6A1	3	ENSG00000067082	KLF6	2	-0.602011252553855
ENSG00000067082	KLF6	2	ENSG00000148200	NR6A1	3	-0.602011252553855
ENSG00000174197	MGA	3	ENSG00000067082	KLF6	2	-0.623609641995348
ENSG00000182944	EWSR1	3	ENSG00000067082	KLF6	2	-0.643385487046667
ENSG00000071575	TRIB2	2	ENSG00000121570	DPPA4	1	0.623260661154433
ENSG00000126003	PLAGL2	1	ENSG00000071575	TRIB2	2	0.602354817058438
ENSG00000071575	TRIB2	2	ENSG00000224960	SMEK3P	1	0.659416264813899
ENSG00000244405	ETV5	1	ENSG00000071575	TRIB2	2	0.645406561034722
ENSG00000071575	TRIB2	2	ENSG00000054654	SYNE2	2	0.649924587001651
ENSG00000071575	TRIB2	2	ENSG00000109576	AADAT	2	0.774430711897319
ENSG00000071575	TRIB2	2	ENSG00000115548	KDM3A	2	0.613420114017555
ENSG00000169926	KLF13	2	ENSG00000071575	TRIB2	2	0.657892426286435
ENSG00000071575	TRIB2	2	ENSG00000169926	KLF13	2	0.657892426286435
ENSG00000198795	ZNF521	2	ENSG00000071575	TRIB2	2	0.608299724726944
ENSG00000071575	TRIB2	2	ENSG00000198795	ZNF521	2	0.608299724726944
ENSG00000071575	TRIB2	2	ENSG00000228412	RP4-625H18.2	2	0.602355857180613
ENSG00000073282	TP63	2	ENSG00000039139	DNAH5	2	0.746020884965367
ENSG00000073282	TP63	2	ENSG00000049759	NEDD4L	2	0.653809943516111
ENSG00000073282	TP63	2	ENSG00000064042	LIMCH1	2	0.652775903268817
ENSG00000073282	TP63	2	ENSG00000070214	SLC44A1	2	0.774848508857814
ENSG00000073282	TP63	2	ENSG00000071246	VASH1	2	0.627283818414887
ENSG00000073282	TP63	2	ENSG00000075223	SEMA3C	2	0.670902765059351
ENSG00000073282	TP63	2	ENSG00000079841	RIMS1	2	0.683563441455792
ENSG00000073282	TP63	2	ENSG00000096654	ZNF184	2	0.656021893613404
ENSG00000073282	TP63	2	ENSG00000101040	ZMYND8	2	0.633886261453994
ENSG00000073282	TP63	2	ENSG00000102572	STK24	2	0.724578778548806
ENSG00000073282	TP63	2	ENSG00000107562	CXCL12	2	0.63065477955812
ENSG00000073282	TP63	2	ENSG00000112146	FBXO9	2	0.653193968747296
ENSG00000073282	TP63	2	ENSG00000137166	FOXP4	2	0.76186748991686
ENSG00000073282	TP63	2	ENSG00000137265	IRF4	2	0.75132111442767
ENSG00000073282	TP63	2	ENSG00000138162	TACC2	2	0.671864769918412
ENSG00000073282	TP63	2	ENSG00000139438	FAM222A	2	0.605770677052175
ENSG00000073282	TP63	2	ENSG00000144369	FAM171B	2	0.656315427399559
ENSG00000073282	TP63	2	ENSG00000150347	ARID5B	2	0.625451640359512
ENSG00000073282	TP63	2	ENSG00000151914	DST	2	0.645504298753006
